Date,Open,High,Low,Close,Adj Close,Volume
2010-07-16,60.000000,60.189999,59.250000,59.439999,45.978592,17569900
2010-07-19,59.720001,59.790001,59.369999,59.570000,46.079151,10277500
2010-07-20,58.450001,58.770000,58.000000,58.580002,45.313362,22304800
2010-07-21,58.799999,58.799999,56.869999,57.119999,44.184013,25707600
2010-07-22,57.430000,57.619999,56.860001,57.020000,44.106651,17972900
2010-07-23,57.279999,57.639999,57.000000,57.630001,44.578514,15076600
2010-07-26,57.650002,58.009998,57.480000,57.740002,44.663597,11775200
2010-07-27,57.950001,58.439999,57.619999,58.099998,44.942074,16964000
2010-07-28,58.139999,58.250000,57.650002,57.830002,44.733204,13502100
2010-07-29,58.099998,58.270000,57.709999,57.830002,44.733204,13031000
2010-07-30,57.630001,58.360001,57.270000,58.090000,44.934330,12978000
2010-08-02,58.500000,58.880001,58.410000,58.720001,45.421654,11455600
2010-08-03,58.750000,59.599998,58.709999,59.349998,45.908974,10855100
2010-08-04,59.369999,59.930000,59.230000,59.740002,46.210644,10508800
2010-08-05,59.529999,59.889999,59.509998,59.759998,46.226135,9796700
2010-08-06,59.520000,60.000000,59.250000,59.959999,46.380825,8524100
2010-08-09,60.000000,60.250000,59.790001,60.049999,46.450443,6674700
2010-08-10,59.410000,59.810001,58.900002,59.430000,45.970852,13550800
2010-08-11,58.919998,58.950001,58.299999,58.500000,45.251488,11470100
2010-08-12,58.150002,58.709999,58.099998,58.520000,45.266953,8240500
2010-08-13,58.490002,58.490002,58.060001,58.150002,44.980736,8546700
2010-08-16,57.990002,58.110001,57.470001,58.009998,44.872440,8751200
2010-08-17,58.930000,59.480000,58.500000,59.220001,45.808418,13479100
2010-08-18,59.459999,59.820000,59.029999,59.349998,45.908974,10534900
2010-08-19,59.169998,59.180000,58.400002,58.720001,45.421654,11949700
2010-08-20,58.700001,58.910000,58.490002,58.740002,45.437130,11286200
2010-08-23,58.980000,59.349998,58.810001,58.869999,45.537682,8842900
2010-08-24,58.500000,58.689999,57.860001,58.009998,44.872440,14930400
2010-08-25,58.000000,58.200001,57.840000,57.980000,44.849243,11675000
2010-08-26,58.200001,58.220001,57.779999,57.799999,44.710011,12834100
2010-08-27,57.450001,57.880001,56.990002,57.599998,44.975483,11674800
2010-08-30,57.599998,57.799999,57.259998,57.299999,44.741245,9240100
2010-08-31,57.250000,57.439999,57.000000,57.020000,44.522598,14563100
2010-09-01,57.669998,58.360001,57.439999,58.290001,45.514256,11603700
2010-09-02,58.520000,58.790001,58.299999,58.610001,45.764122,8079700
2010-09-03,58.849998,59.000000,58.500000,58.930000,46.013977,7533400
2010-09-07,58.799999,58.970001,58.630001,58.700001,45.834393,5625100
2010-09-08,58.419998,59.029999,58.419998,58.849998,45.951519,8412500
2010-09-09,59.389999,60.029999,59.259998,59.820000,46.708912,14077700
2010-09-10,59.939999,60.000000,59.770000,59.980000,46.833851,8358800
2010-09-13,60.060001,60.380001,59.919998,60.320000,47.099327,10706600
2010-09-14,60.430000,60.970001,60.250000,60.580002,47.302345,9912900
2010-09-15,60.669998,61.150002,60.500000,61.049999,47.669327,9111500
2010-09-16,60.820000,61.389999,60.759998,61.290001,47.856720,10496300
2010-09-17,61.590000,61.720001,61.130001,61.570000,48.075359,12240600
2010-09-20,61.650002,62.230000,61.509998,62.090000,48.481388,10991500
2010-09-21,61.860001,62.230000,61.799999,61.939999,48.364262,9449200
2010-09-22,61.980000,62.500000,61.900002,61.970001,48.387688,9353300
2010-09-23,61.630001,62.000000,61.570000,61.810001,48.262756,8393800
2010-09-24,61.980000,62.400002,61.830002,62.139999,48.520432,12636900
2010-09-27,62.220001,62.320000,61.930000,62.029999,48.434532,7687600
2010-09-28,61.959999,62.599998,61.689999,62.430000,48.746868,12132800
2010-09-29,62.310001,62.549999,62.130001,62.310001,48.653175,9590000
2010-09-30,62.490002,62.700001,61.549999,61.959999,48.379868,12845600
2010-10-01,62.090000,62.250000,61.570000,61.750000,48.215912,9773200
2010-10-04,61.540001,61.980000,61.299999,61.669998,48.153439,8703600
2010-10-05,62.080002,62.939999,62.009998,62.799999,49.035770,12439400
2010-10-06,62.889999,63.259998,62.500000,63.209999,49.355904,11339800
2010-10-07,63.290001,63.500000,63.000000,63.220001,49.363724,9826600
2010-10-08,63.380001,63.389999,63.029999,63.230000,49.371525,7354800
2010-10-11,63.259998,63.310001,63.040001,63.299999,49.426186,6172100
2010-10-12,63.130001,63.439999,62.970001,63.290001,49.418373,8707400
2010-10-13,63.430000,63.790001,63.290001,63.580002,49.644817,10104700
2010-10-14,63.790001,63.799999,63.389999,63.740002,49.769760,8632700
2010-10-15,63.980000,64.000000,63.139999,63.570000,49.637012,13265100
2010-10-18,63.689999,63.980000,63.250000,63.860001,49.863445,10814100
2010-10-19,62.889999,63.669998,62.500000,63.290001,49.418373,17235400
2010-10-20,63.320000,64.029999,63.060001,63.599998,49.660431,10206800
2010-10-21,63.860001,64.220001,63.520000,63.990002,49.964943,11111700
2010-10-22,64.080002,64.120003,63.639999,63.810001,49.824398,6774800
2010-10-25,64.040001,64.230003,63.849998,63.980000,49.957157,7794700
2010-10-26,63.849998,63.950001,63.610001,63.840000,49.847836,7122900
2010-10-27,63.580002,63.689999,63.279999,63.570000,49.637012,11916100
2010-10-28,63.939999,64.110001,63.509998,63.560001,49.629192,10116000
2010-10-29,63.639999,63.840000,63.320000,63.740002,49.769760,9309900
2010-11-01,63.880001,64.089996,63.310001,63.689999,49.730698,9356000
2010-11-02,63.939999,64.199997,63.720001,63.880001,49.879070,8632100
2010-11-03,63.990002,64.199997,63.549999,64.190002,50.121117,9322100
2010-11-04,64.320000,64.919998,64.239998,64.760002,50.566193,11337400
2010-11-05,64.750000,64.839996,64.099998,64.650002,50.480305,9276500
2010-11-08,64.559998,64.610001,64.099998,64.330002,50.230434,8484400
2010-11-09,64.470001,64.500000,64.099998,64.309998,50.214813,9218500
2010-11-10,64.239998,64.339996,63.549999,63.950001,49.933712,10795400
2010-11-11,63.700001,63.950001,63.580002,63.919998,49.910294,9109500
2010-11-12,63.689999,64.089996,63.509998,63.669998,49.715088,12944800
2010-11-15,64.110001,64.690002,63.980000,64.139999,50.082077,12729400
2010-11-16,63.650002,63.950001,62.650002,63.139999,49.301243,15651000
2010-11-17,63.130001,63.290001,62.919998,63.060001,49.238781,7416900
2010-11-18,63.470001,64.000000,63.299999,63.830002,49.840023,9400100
2010-11-19,63.889999,64.220001,63.650002,63.830002,49.840023,12889800
2010-11-22,63.500000,63.820000,63.090000,63.619999,49.676033,11179200
2010-11-23,62.990002,63.250000,62.650002,62.869999,49.090435,14766500
2010-11-24,63.029999,63.490002,62.930000,63.290001,49.418373,9591400
2010-11-26,62.500000,62.570000,62.139999,62.299999,49.063988,4638800
2010-11-29,61.810001,62.009998,61.389999,61.910000,48.756844,12019300
2010-11-30,61.480000,61.820000,61.250000,61.549999,48.473324,12633500
2010-12-01,62.180000,62.480000,61.820000,62.419998,49.158501,15364700
2010-12-02,62.389999,62.880001,62.270000,62.599998,49.300240,10160400
2010-12-03,62.509998,62.770000,62.230000,62.560001,49.268745,9882800
2010-12-06,62.310001,62.480000,62.200001,62.200001,48.985226,8989000
2010-12-07,62.560001,62.740002,62.250000,62.310001,49.071865,9528800
2010-12-08,62.220001,62.560001,62.139999,62.450001,49.182121,7871900
2010-12-09,62.430000,62.959999,61.750000,62.060001,48.874969,12965600
2010-12-10,62.189999,62.330002,61.689999,61.910000,48.756844,11457300
2010-12-13,61.830002,61.970001,61.560001,61.860001,48.717476,13672100
2010-12-14,62.029999,62.939999,61.889999,62.770000,49.434124,13491200
2010-12-15,62.930000,63.160000,62.439999,62.570000,49.276619,11534100
2010-12-16,62.750000,62.790001,62.040001,62.400002,49.142735,11141100
2010-12-17,62.250000,62.540001,61.980000,62.540001,49.252995,15961000
2010-12-20,62.540001,62.650002,62.230000,62.490002,49.213627,8907000
2010-12-21,62.790001,62.799999,62.279999,62.340000,49.095486,7908200
2010-12-22,62.330002,62.400002,61.919998,62.020000,48.843472,8850100
2010-12-23,62.020000,62.459999,62.020000,62.250000,49.024601,7229500
2010-12-27,62.189999,62.240002,61.820000,61.930000,48.772598,5163700
2010-12-28,62.060001,62.299999,61.900002,62.049999,48.867100,6354200
2010-12-29,62.119999,62.439999,62.110001,62.130001,48.930107,4968700
2010-12-30,62.099998,62.189999,61.900002,61.939999,48.780468,5770100
2010-12-31,61.900002,62.090000,61.750000,61.849998,48.709587,4981400
2011-01-03,62.630001,63.180000,62.529999,62.820000,49.473495,14894800
2011-01-04,63.130001,63.349998,62.750000,63.349998,49.890903,12346300
2011-01-05,63.410000,63.540001,62.950001,63.310001,49.859398,11837900
2011-01-06,63.430000,63.529999,62.900002,63.209999,49.780640,7606000
2011-01-07,63.200001,63.250000,62.560001,62.599998,49.300240,11084800
2011-01-10,62.290001,62.400002,62.000000,62.160000,48.953732,9775000
2011-01-11,62.220001,62.349998,62.000000,62.270000,49.040344,7372800
2011-01-12,62.450001,62.880001,62.320000,62.500000,49.221489,8312700
2011-01-13,62.560001,62.980000,62.349998,62.910000,49.544388,9489700
2011-01-14,62.950001,62.970001,62.250000,62.549999,49.260876,11274700
2011-01-18,62.220001,62.590000,62.009998,62.099998,48.906479,13944900
2011-01-19,62.049999,62.610001,62.009998,62.560001,49.268745,9596700
2011-01-20,62.730000,63.099998,62.540001,62.860001,49.505005,11518600
2011-01-21,63.250000,63.250000,62.459999,62.660000,49.347492,12932200
2011-01-24,62.560001,62.720001,62.160000,62.220001,49.000992,11373000
2011-01-25,60.889999,61.630001,60.709999,61.080002,48.103180,28056700
2011-01-26,61.180000,61.250000,60.599998,60.599998,47.725155,20262100
2011-01-27,60.639999,61.040001,60.599998,60.680000,47.788166,11219500
2011-01-28,60.910000,61.000000,60.000000,60.009998,47.260502,15298800
2011-01-31,60.160000,60.220001,59.689999,59.770000,47.071495,19056200
2011-02-01,59.700001,60.740002,59.700001,60.630001,47.748783,14780500
2011-02-02,60.459999,60.759998,60.279999,60.619999,47.740906,9994200
2011-02-03,60.660000,60.970001,60.590000,60.799999,47.882664,10078900
2011-02-04,60.939999,60.990002,60.650002,60.840000,47.914165,9725500
2011-02-07,60.880001,60.990002,60.650002,60.869999,47.937794,8217000
2011-02-08,60.939999,60.990002,60.750000,60.939999,47.992912,7867600
2011-02-09,60.930000,60.939999,60.639999,60.880001,47.945671,8541500
2011-02-10,60.639999,61.070000,60.419998,60.930000,47.985050,8627500
2011-02-11,60.740002,61.169998,60.509998,60.700001,47.803909,9630800
2011-02-14,60.689999,60.980000,60.650002,60.700001,47.803909,8130800
2011-02-15,60.599998,60.700001,60.480000,60.619999,47.740906,8572800
2011-02-16,60.610001,60.740002,60.500000,60.520000,47.662155,9426400
2011-02-17,60.369999,60.930000,60.330002,60.790001,47.874783,7133700
2011-02-18,60.889999,61.220001,60.549999,61.110001,48.126801,12393000
2011-02-22,60.680000,60.990002,60.450001,60.650002,47.764538,11050500
2011-02-23,60.759998,61.080002,60.369999,60.389999,47.559772,12100300
2011-02-24,60.470001,60.500000,60.029999,60.250000,47.449516,11766700
2011-02-25,59.919998,59.950001,59.360001,59.639999,47.393887,11863700
2011-02-28,59.930000,61.450001,59.770000,61.439999,48.824287,20031000
2011-03-01,61.250000,61.500000,60.599998,60.700001,48.236225,14035300
2011-03-02,60.500000,60.930000,60.360001,60.810001,48.323639,10264600
2011-03-03,61.119999,61.200001,60.810001,61.049999,48.514370,7802700
2011-03-04,61.290001,61.290001,60.340000,61.060001,48.522312,11432700
2011-03-07,61.090000,61.099998,60.299999,60.400002,47.997837,9584000
2011-03-08,60.480000,60.990002,60.340000,60.709999,48.244175,8881800
2011-03-09,60.740002,61.060001,60.320000,60.400002,47.997837,10082600
2011-03-10,60.139999,60.299999,59.400002,59.610001,47.370064,14852300
2011-03-11,59.240002,59.869999,59.110001,59.689999,47.433624,10426600
2011-03-14,59.490002,59.490002,58.919998,59.130001,46.988609,11775000
2011-03-15,58.790001,58.840000,58.020000,58.480000,46.472076,16016800
2011-03-16,58.570000,58.570000,57.500000,57.660000,45.820446,16995600
2011-03-17,58.209999,58.380001,57.900002,58.130001,46.193951,12456000
2011-03-18,58.560001,58.689999,58.099998,58.570000,46.543594,14371900
2011-03-21,58.669998,59.160000,58.669998,58.830002,46.750206,10692700
2011-03-22,58.799999,59.150002,58.700001,58.790001,46.718422,10151800
2011-03-23,58.720001,58.889999,58.500000,58.720001,46.662800,9899800
2011-03-24,58.980000,59.080002,58.730000,59.029999,46.909145,8655800
2011-03-25,59.009998,59.090000,58.650002,58.980000,46.869404,8077400
2011-03-28,58.980000,59.299999,58.980000,59.240002,47.076027,8382500
2011-03-29,58.980000,59.310001,58.930000,59.220001,47.060135,9280300
2011-03-30,59.340000,59.730000,59.240002,59.380001,47.187271,10736400
2011-03-31,59.209999,59.700001,59.209999,59.250000,47.083958,9680200
2011-04-01,59.630001,59.639999,59.060001,59.490002,47.274677,9908000
2011-04-04,59.500000,60.180000,59.459999,60.150002,47.799175,9415100
2011-04-05,59.750000,59.959999,59.480000,59.799999,47.521038,10557700
2011-04-06,59.700001,59.900002,59.599998,59.660000,47.409779,10011200
2011-04-07,59.720001,59.759998,59.250000,59.480000,47.266743,9232900
2011-04-08,59.730000,59.779999,59.310001,59.459999,47.250854,7853200
2011-04-11,59.540001,60.169998,59.500000,59.860001,47.568718,9845800
2011-04-12,59.660000,60.080002,59.660000,59.939999,47.632294,9208000
2011-04-13,59.660000,59.950001,59.509998,59.599998,47.362106,10509000
2011-04-14,59.549999,60.119999,59.490002,60.020000,47.695866,10436200
2011-04-15,60.240002,60.950001,59.980000,60.560001,48.124985,18608500
2011-04-18,60.450001,61.189999,60.099998,60.459999,48.045521,20034800
2011-04-19,62.000000,62.869999,61.799999,62.689999,49.817635,26083100
2011-04-20,63.209999,64.540001,63.180000,64.389999,51.168556,26732100
2011-04-21,63.810001,64.300003,63.770000,64.070000,50.914265,11688100
2011-04-25,63.650002,64.199997,63.509998,64.110001,50.946053,7226900
2011-04-26,64.070000,65.300003,64.070000,64.949997,51.613564,14500000
2011-04-27,63.450001,65.599998,63.400002,65.570000,52.106266,23777500
2011-04-28,65.389999,65.739998,64.930000,65.379997,51.955269,13091400
2011-04-29,65.589996,65.970001,65.400002,65.720001,52.225468,12100000
2011-05-02,65.919998,66.309998,65.809998,66.209999,52.614838,15456200
2011-05-03,66.110001,66.459999,66.010002,66.260002,52.654579,13105500
2011-05-04,66.000000,66.320000,65.370003,65.669998,52.185711,13408900
2011-05-05,65.449997,65.610001,64.800003,65.010002,51.661243,14925200
2011-05-06,65.250000,65.500000,65.120003,65.269997,51.867863,11904600
2011-05-09,65.110001,65.760002,65.070000,65.629997,52.153942,9003100
2011-05-10,65.610001,65.800003,65.279999,65.760002,52.257244,9693100
2011-05-11,66.320000,66.739998,65.809998,66.570000,52.900921,19986100
2011-05-12,66.040001,67.370003,65.820000,67.190002,53.393627,15622200
2011-05-13,67.089996,67.250000,65.949997,66.620003,52.940662,11700900
2011-05-16,66.410004,66.790001,66.190002,66.370003,52.742004,11513200
2011-05-17,66.230003,66.480003,65.860001,66.400002,52.765835,10784100
2011-05-18,66.169998,66.510002,65.940002,66.500000,52.845303,9028400
2011-05-19,66.529999,66.529999,65.849998,66.389999,52.757885,9685100
2011-05-20,66.250000,66.330002,65.279999,65.690002,52.201622,12367000
2011-05-23,65.190002,65.690002,65.080002,65.559998,52.098309,12020200
2011-05-24,65.739998,66.230003,65.500000,65.779999,52.273132,11017700
2011-05-25,66.290001,66.589996,66.070000,66.290001,52.678429,14767100
2011-05-26,65.589996,65.779999,65.279999,65.510002,52.510090,12044100
2011-05-27,65.790001,66.970001,65.599998,66.769997,53.520046,16385700
2011-05-31,67.309998,67.339996,66.989998,67.290001,53.936867,16473800
2011-06-01,67.019997,67.290001,66.459999,66.480003,53.287598,11003400
2011-06-02,66.440002,66.760002,66.279999,66.480003,53.287598,9582900
2011-06-03,65.839996,66.360001,65.800003,66.089996,52.974995,10364900
2011-06-06,65.870003,66.220001,65.839996,66.050003,52.942924,8397400
2011-06-07,66.000000,66.279999,65.500000,65.500000,52.502079,10426800
2011-06-08,65.489998,66.230003,65.180000,66.139999,53.015060,10020300
2011-06-09,66.330002,67.279999,66.169998,66.779999,53.528072,14054500
2011-06-10,66.489998,66.680000,66.089996,66.089996,52.974995,9312900
2011-06-13,66.320000,66.959999,66.260002,66.589996,53.375771,8146200
2011-06-14,66.949997,67.360001,66.750000,67.099998,53.784565,11389100
2011-06-15,67.000000,67.000000,65.709999,66.160004,53.031101,12623500
2011-06-16,65.699997,66.349998,65.470001,66.320000,53.159359,11683900
2011-06-17,66.629997,66.949997,66.190002,66.290001,53.135315,14336400
2011-06-20,66.080002,66.739998,66.070000,66.510002,53.311653,9309200
2011-06-21,66.519997,66.750000,66.160004,66.489998,53.295616,9811500
2011-06-22,66.470001,66.620003,66.050003,66.070000,52.958965,7988100
2011-06-23,65.540001,65.739998,64.690002,65.669998,52.638325,16234800
2011-06-24,65.570000,65.610001,64.830002,65.059998,52.149391,13186200
2011-06-27,65.290001,65.610001,65.000000,65.250000,52.301697,7199500
2011-06-28,65.589996,66.120003,65.379997,65.910004,52.830727,7724600
2011-06-29,66.230003,66.589996,65.930000,66.309998,53.151340,9227000
2011-06-30,66.419998,66.910004,66.250000,66.519997,53.319656,9747200
2011-07-01,66.480003,67.360001,66.269997,67.300003,53.944893,9216500
2011-07-05,67.290001,67.669998,67.250000,67.620003,54.201385,9773600
2011-07-06,67.629997,67.750000,67.370003,67.550003,54.145275,7100400
2011-07-07,67.820000,68.050003,67.400002,67.919998,54.441841,8415200
2011-07-08,67.809998,67.989998,67.190002,67.570000,54.161297,7866100
2011-07-11,66.879997,67.410004,66.830002,67.269997,53.920841,8918900
2011-07-12,66.900002,67.680000,66.830002,67.029999,53.728466,10528700
2011-07-13,67.389999,67.980003,67.209999,67.629997,54.209389,9031700
2011-07-14,67.599998,67.930000,67.470001,67.660004,54.233456,9636500
2011-07-15,67.730003,67.949997,66.989998,67.449997,54.065121,10245100
2011-07-18,67.169998,67.349998,66.550003,67.089996,53.776554,10361000
2011-07-19,67.099998,67.220001,66.150002,66.720001,53.479980,13677400
2011-07-20,66.570000,66.900002,66.059998,66.239998,53.095242,8912600
2011-07-21,66.449997,66.790001,66.129997,66.470001,53.279583,11394100
2011-07-22,66.690002,66.790001,66.489998,66.720001,53.479980,7721000
2011-07-25,66.209999,66.430000,66.010002,66.250000,53.103249,10247700
