Date,Open,High,Low,Close,Adj Close,Volume
2010-07-16,36.168571,36.424286,35.487144,35.700001,23.804865,259964600
2010-07-19,35.697144,35.697144,34.228573,35.082859,23.393353,256119500
2010-07-20,34.700001,36.128571,34.287144,35.984287,23.994431,268737700
2010-07-21,37.869999,37.878571,36.285713,36.320000,24.218287,296417800
2010-07-22,36.811428,37.142857,36.472858,37.002857,24.673616,161329700
2010-07-23,36.727142,37.197144,36.611427,37.134285,24.761251,133347200
2010-07-26,37.142857,37.157143,36.815716,37.040001,24.698387,105137900
2010-07-27,37.267143,37.828571,37.185715,37.725716,25.155622,146192900
2010-07-28,37.667141,37.998573,37.178570,37.279999,24.858419,129996300
2010-07-29,37.244286,37.521427,36.585712,36.872856,24.586929,160951700
2010-07-30,36.555714,37.099998,36.414288,36.750000,24.505011,112052500
2010-08-02,37.205715,37.512856,37.088570,37.407143,24.943192,107013900
2010-08-03,37.287144,37.608570,37.060001,37.418571,24.950817,104413400
2010-08-04,37.548573,37.754284,37.187141,37.568573,25.050840,105093800
2010-08-05,37.389999,37.597141,37.221428,37.385715,24.928902,72274300
2010-08-06,37.111427,37.355713,36.804287,37.155716,24.775541,111224400
2010-08-09,37.354286,37.450001,37.081429,37.392857,24.933666,75782000
2010-08-10,37.121429,37.207142,36.792858,37.058571,24.710770,112980000
2010-08-11,36.485714,36.527142,35.687141,35.741428,23.832489,155013600
2010-08-12,35.241428,36.157143,35.160000,35.970001,23.984907,133730100
2010-08-13,35.950001,35.982857,35.584286,35.585712,23.728659,88717300
2010-08-16,35.368572,35.715714,35.231430,35.377144,23.589582,79607500
2010-08-17,35.725716,36.375713,35.599998,35.995716,24.002054,105660100
2010-08-18,36.051430,36.381428,35.939999,36.152859,24.106836,84924000
2010-08-19,36.119999,36.211430,35.525715,35.697144,23.802967,106676500
2010-08-20,35.627144,36.274284,35.571430,35.662857,23.780104,96057500
2010-08-23,35.970001,36.000000,35.035713,35.114285,23.414310,103510400
2010-08-24,34.667141,34.714287,34.092857,34.275715,22.855148,150641400
2010-08-25,34.005714,34.855713,33.885715,34.698570,23.137115,149216900
2010-08-26,35.064285,35.107143,34.325714,34.325714,22.888493,116626300
2010-08-27,34.535713,34.658573,33.651428,34.517143,23.016130,137097800
2010-08-30,34.394287,35.107143,34.382858,34.642857,23.099962,95822300
2010-08-31,34.549999,34.937141,34.335712,34.728573,23.157118,105196700
2010-09-01,35.352856,35.922855,35.182858,35.761429,23.845825,174259400
2010-09-02,35.894287,36.024284,35.509998,36.024284,24.021101,103856900
2010-09-03,36.441429,36.968571,36.357143,36.967144,24.649805,130197200
2010-09-07,36.662857,37.075714,36.607143,36.830002,24.558359,85639400
2010-09-08,37.111427,37.770000,37.014286,37.560001,25.045122,131637800
2010-09-09,37.862858,38.074287,37.560001,37.581429,25.059408,109643800
2010-09-10,37.598572,37.785713,37.342857,37.630001,25.091801,96885600
2010-09-13,37.974285,38.325714,37.965714,38.148571,25.437584,97195000
2010-09-14,38.029999,38.452858,37.931427,38.294285,25.534744,102037600
2010-09-15,38.310001,38.625713,38.262856,38.602856,25.740505,107342200
2010-09-16,38.605713,39.524284,38.500000,39.509998,26.345387,163025800
2010-09-17,39.669998,39.708572,39.097141,39.338570,26.231073,158619300
2010-09-20,39.439999,40.540001,39.407143,40.461430,26.979805,164669400
2010-09-21,40.551430,41.049999,40.398571,40.538570,27.031240,167018600
2010-09-22,40.387142,41.139999,40.344284,41.107143,27.410366,146322400
2010-09-23,40.904285,41.822857,40.857143,41.274284,27.521828,196529200
2010-09-24,41.728573,41.932858,41.507141,41.759998,27.845692,162372000
2010-09-27,41.997143,42.104286,41.572857,41.594284,27.735193,120708700
2010-09-28,41.681427,41.681427,39.285713,40.980000,27.325594,258760600
2010-09-29,41.032856,41.401428,40.857143,41.052856,27.374166,117411000
2010-09-30,41.285713,41.428570,40.178570,40.535713,27.029337,168347900
2010-10-01,40.878571,40.939999,40.192856,40.360001,26.912174,112035700
2010-10-04,40.228573,40.414288,39.681427,39.805714,26.542568,108825500
2010-10-05,40.285713,41.349998,40.259998,41.277142,27.523726,125491800
2010-10-06,41.369999,41.712856,40.751427,41.312859,27.547533,167717200
2010-10-07,41.477142,41.497143,40.987144,41.317142,27.550398,102099900
2010-10-08,41.672855,42.071430,41.428570,42.009998,28.012390,164600800
2010-10-11,42.105713,42.462856,42.085712,42.194286,28.135275,106938300
2010-10-12,42.201427,42.785713,41.784286,42.648571,28.438200,139636000
2010-10-13,42.885715,43.137142,42.828571,42.877144,28.590605,157523100
2010-10-14,43.098572,43.209999,42.914288,43.187141,28.797312,108824100
2010-10-15,43.919998,45.000000,43.558571,44.962856,29.981359,230548500
2010-10-18,45.495716,45.571430,44.898571,45.428570,30.291903,273252700
2010-10-19,43.342857,44.824287,42.860001,44.212856,29.481264,308196000
2010-10-20,44.142857,44.892857,43.838570,44.361427,29.580330,180406100
2010-10-21,44.622856,44.962856,43.828571,44.217144,29.484123,137865000
2010-10-22,44.152859,44.291428,43.757141,43.924286,29.288843,93194500
2010-10-25,44.155716,44.514286,44.062859,44.119999,29.419352,98115500
2010-10-26,43.838570,44.248573,43.664288,44.007141,29.344099,98232400
2010-10-27,43.950001,44.271427,43.657143,43.975716,29.323145,99750700
2010-10-28,43.992859,44.000000,42.985714,43.605713,29.076427,137762800
2010-10-29,43.461430,43.697144,42.981430,42.997143,28.670630,107627800
2010-11-01,43.174286,43.657143,43.171429,43.454285,28.975449,105972300
2010-11-02,43.857143,44.312859,43.857143,44.194286,29.468884,108482500
2010-11-03,44.481430,44.697144,44.075714,44.685715,29.796566,127087100
2010-11-04,45.064285,45.740002,45.004284,45.467144,30.317633,160622000
2010-11-05,45.427143,45.652859,45.250000,45.304287,30.209036,90313300
2010-11-08,45.314285,45.681427,45.251427,45.517143,30.350965,70439600
2010-11-09,45.864285,45.900002,44.928570,45.154285,30.109013,95886000
2010-11-10,45.234287,45.538570,44.792858,45.432858,30.294764,96056800
2010-11-11,45.000000,45.485714,44.892857,45.235714,30.163311,90321000
2010-11-12,45.142857,45.214287,43.375713,44.004284,29.342199,198961700
2010-11-15,44.065716,44.362858,43.752857,43.862858,29.247883,100901500
2010-11-16,43.674286,43.942856,42.759998,43.084286,28.728727,164412500
2010-11-17,43.028572,43.427143,42.537144,42.928570,28.624907,119862400
2010-11-18,43.599998,44.238571,43.527142,44.061428,29.380297,123622800
2010-11-19,43.995716,44.057144,43.605713,43.818573,29.218351,96210800
2010-11-22,43.811428,44.765713,43.695713,44.765713,29.849915,98268800
2010-11-23,44.349998,44.535713,43.794285,44.104286,29.408867,129861900
2010-11-24,44.571430,45.057144,44.535713,44.971428,29.987085,103431300
2010-11-26,44.820000,45.385715,44.705715,45.000000,30.006138,59396400
2010-11-29,45.071430,45.354286,44.482857,45.267143,30.184271,111446300
2010-11-30,44.791428,44.908573,44.410000,44.450001,29.639391,125464500
2010-12-01,45.038570,45.392857,45.000000,45.200001,30.139492,115437700
2010-12-02,45.361427,45.571430,44.984287,45.450001,30.306198,115709300
2010-12-03,45.287144,45.521427,45.191429,45.348572,30.238558,85523200
2010-12-06,45.520000,46.047142,45.488571,45.735714,30.496708,112120400
2010-12-07,46.257141,46.284286,45.445713,45.458572,30.311907,97863500
2010-12-08,45.661430,45.860001,45.301430,45.858570,30.578632,80483900
2010-12-09,46.018570,46.071430,45.574287,45.680000,30.459570,73537800
2010-12-10,45.664288,45.864285,45.514286,45.794285,30.535765,65627800
2010-12-13,46.338570,46.437141,45.857143,45.952858,30.641502,109953900
2010-12-14,45.961430,46.077145,45.571430,45.755714,30.510048,87752000
2010-12-15,45.714287,46.142857,45.598572,45.765713,30.516710,104328000
2010-12-16,45.869999,46.087143,45.728573,45.892857,30.601496,80507700
2010-12-17,45.947144,45.970001,45.747143,45.801430,30.540527,96732300
2010-12-20,45.942856,46.178570,45.461430,46.029999,30.692940,96402600
2010-12-21,46.142857,46.341427,46.007141,46.314285,30.882500,64088500
2010-12-22,46.337143,46.531429,46.221428,46.451427,30.973942,66480400
2010-12-23,46.428570,46.450001,46.167141,46.228573,30.825357,55789300
2010-12-27,46.121429,46.491428,45.931427,46.382858,30.928230,62454000
2010-12-28,46.558571,46.665714,46.437141,46.495716,31.003481,43981000
2010-12-29,46.602856,46.635715,46.442856,46.470001,30.986334,40784800
2010-12-30,46.497143,46.501427,46.150002,46.237144,30.831070,39373600
2010-12-31,46.135715,46.211430,45.901428,46.080002,30.726294,48377000
2011-01-03,46.520000,47.180000,46.405716,47.081429,31.394041,111284600
2011-01-04,47.491428,47.500000,46.878571,47.327145,31.557884,77270200
2011-01-05,47.078571,47.762856,47.071430,47.714287,31.816027,63879900
2011-01-06,47.817142,47.892857,47.557144,47.675713,31.790306,75107200
2011-01-07,47.712856,48.049999,47.414288,48.017143,32.017971,77982800
2011-01-10,48.404285,49.032856,48.167141,48.921429,32.620960,112140000
2011-01-11,49.268570,49.279999,48.495716,48.805714,32.543804,111027000
2011-01-12,49.035713,49.204285,48.857143,49.202858,32.808609,75647600
2011-01-13,49.308571,49.520000,49.121429,49.382858,32.928646,74195100
2011-01-14,49.412857,49.782856,49.205715,49.782856,33.195358,77210000
2011-01-18,47.074287,49.251427,46.571430,48.664288,32.449497,470249500
2011-01-19,49.764286,49.799999,48.125713,48.405716,32.277077,283903200
2011-01-20,48.061428,48.328571,47.160000,47.525715,31.690289,191197300
2011-01-21,47.681427,47.840000,46.661430,46.674286,31.122555,188600300
2011-01-24,46.695713,48.207142,46.674286,48.207142,32.144680,143670800
2011-01-25,48.047142,48.777142,47.795715,48.771427,32.520935,136717000
2011-01-26,48.994286,49.371429,48.785713,49.121429,32.754322,126718900
2011-01-27,49.111427,49.241428,48.975716,49.029999,32.693359,71256500
2011-01-28,49.167141,49.200001,47.647144,48.014286,32.016071,148014300
2011-01-31,47.971428,48.577145,47.757141,48.474285,32.322800,94311700
2011-02-01,48.757141,49.378571,48.711430,49.290001,32.866718,106658300
2011-02-02,49.207142,49.321430,49.078571,49.188572,32.799084,64738800
2011-02-03,49.114285,49.177143,48.364285,49.062859,32.715263,98449400
2011-02-04,49.091427,49.528572,49.072857,49.500000,33.006752,80460100
2011-02-07,49.698570,50.464287,49.662857,50.268570,33.519241,121255400
2011-02-08,50.525715,50.788570,50.307144,50.742859,33.835499,95260200
2011-02-09,50.741428,51.285713,50.695713,51.165714,34.117451,120686300
2011-02-10,51.055714,51.428570,49.714287,50.648571,33.772621,232137500
2011-02-11,50.678570,51.114285,50.505714,50.978573,33.992664,91893200
2011-02-14,50.970001,51.354286,50.958572,51.311428,34.214615,77604100
2011-02-15,51.312859,51.424286,51.078571,51.414288,34.283215,71043700
2011-02-16,51.542858,52.128571,51.500000,51.875713,34.590885,120289400
2011-02-17,51.035713,51.467144,50.931427,51.185715,34.130787,132645800
2011-02-18,51.244286,51.357143,49.931427,50.080002,33.393494,204014300
2011-02-22,48.878571,49.342857,48.245716,48.372856,32.255165,218138900
2011-02-23,48.395714,49.234287,48.372856,48.945713,32.637150,167963600
2011-02-24,49.145714,49.307144,48.338570,48.982857,32.661915,124975200
2011-02-25,49.322857,49.775715,49.257141,49.737144,33.164890,95004700
2011-02-28,50.177143,50.721428,50.160000,50.458572,33.645931,100768500
2011-03-01,50.781429,50.817142,49.668571,49.901428,33.274429,114034200
2011-03-02,49.994286,50.621429,49.771427,50.302856,33.542088,150647700
2011-03-03,51.027142,51.398571,50.845715,51.365715,34.250820,125197100
2011-03-04,51.438572,51.470001,51.107143,51.428570,34.292721,113316700
2011-03-07,51.628571,51.667141,50.187141,50.765713,33.850731,136530800
2011-03-08,50.701427,51.057144,50.321430,50.822857,33.888828,89079200
2011-03-09,50.669998,50.680000,50.085712,50.352856,33.575436,113326500
2011-03-10,49.874287,49.967144,49.271427,49.524284,33.022934,126884800
2011-03-11,49.332859,50.331429,49.285713,50.284286,33.529716,117770100
2011-03-14,50.454285,50.925713,50.187141,50.508572,33.679264,108989300
2011-03-15,48.871429,49.691429,48.585712,49.347141,32.904827,180270300
2011-03-16,48.857143,49.000000,46.608570,47.144287,31.435949,290502800
2011-03-17,48.118572,48.515713,47.237144,47.805714,31.876999,164855600
2011-03-18,48.161430,48.314285,47.142857,47.238571,31.498819,188303500
2011-03-21,47.998573,48.534286,47.894287,48.471428,32.320900,102350500
2011-03-22,48.937141,48.945713,48.448570,48.742859,32.501877,81480700
2011-03-23,48.468571,48.602856,47.992859,48.455715,32.310410,93249100
2011-03-24,48.835712,49.428570,48.408573,49.281429,32.861008,101178000
2011-03-25,49.724285,50.294285,49.574287,50.220001,33.486847,112227500
2011-03-28,50.450001,50.617142,50.062859,50.062859,33.382069,77338800
2011-03-29,49.665714,50.137142,49.437141,50.137142,33.431599,88225200
2011-03-30,50.091427,50.125713,49.634285,49.804287,33.209652,82351500
2011-03-31,49.480000,49.971428,49.437141,49.787144,33.198215,68504800
2011-04-01,50.158573,50.227142,49.042858,49.222858,32.821949,104665400
2011-04-04,49.187141,49.228573,48.342857,48.741428,32.500927,115021200
2011-04-05,48.141430,48.892857,48.000000,48.412857,32.281834,120682800
2011-04-06,48.745716,49.128571,48.162857,48.291428,32.200867,100634800
2011-04-07,48.299999,48.632858,48.004284,48.297142,32.204689,93361800
2011-04-08,48.560001,48.592857,47.707142,47.865715,31.917002,94383800
2011-04-11,47.722858,47.952858,47.145714,47.257141,31.511202,99736700
2011-04-12,47.212856,47.675713,47.171429,47.485714,31.663605,106409800
2011-04-13,47.860001,48.020000,47.502857,48.018570,32.018929,86555000
2011-04-14,47.828571,48.000000,47.437141,47.488571,31.665525,75450200
2011-04-15,47.614285,47.662857,46.685715,46.779999,31.193041,113401400
2011-04-18,46.585712,47.461430,45.737144,47.407143,31.611231,152474700
2011-04-19,47.585712,48.282856,47.387142,48.265713,32.183723,104844600
2011-04-20,49.072857,49.392857,48.785713,48.915714,32.617138,175166600
2011-04-21,50.714287,50.732857,49.788570,50.099998,33.406834,188452600
2011-04-25,50.048573,50.535713,50.042858,50.430000,33.626881,66636500
2011-04-26,50.517143,50.712856,49.907143,50.060001,33.380161,84700000
2011-04-27,50.320000,50.335712,49.585712,50.021427,33.354439,89053300
2011-04-28,49.455715,49.964287,49.360001,49.535713,33.030563,90239800
2011-04-29,49.540001,50.564285,49.524284,50.018570,33.352528,251586300
2011-05-02,49.962856,50.067142,49.357143,49.468571,32.985802,110678400
2011-05-03,49.712856,49.984287,49.374287,49.742859,33.168682,78337000
2011-05-04,49.751427,50.261429,49.554287,49.938572,33.299194,97312600
2011-05-05,49.771427,50.135715,49.435715,49.535713,33.030563,83992300
2011-05-06,49.955715,50.000000,49.458572,49.522858,33.021980,70033600
2011-05-09,49.694286,49.885715,49.504284,49.657143,33.111526,51186800
2011-05-10,49.841427,49.955715,49.522858,49.921429,33.287750,70522900
2011-05-11,49.860001,50.000000,49.320000,49.604286,33.076286,84000000
2011-05-12,49.445713,49.588570,48.895714,49.509998,33.013409,80500000
2011-05-13,49.380001,49.464287,48.621429,48.642857,32.435215,81529000
2011-05-16,48.457142,48.745716,47.514286,47.614285,31.749353,112443800
2011-05-17,47.428570,48.020000,47.247143,48.020000,32.019882,113083600
2011-05-18,48.067142,48.721428,48.000000,48.552856,32.375191,83694100
2011-05-19,48.868572,48.915714,48.381428,48.647144,32.438053,65292500
2011-05-20,48.508572,48.707142,47.860001,47.888573,31.932243,84492100
2011-05-23,47.138573,47.997143,47.060001,47.771427,31.854137,95900000
2011-05-24,47.928570,47.985714,47.334286,47.455715,31.643616,80481800
2011-05-25,47.632858,48.365715,47.549999,48.111427,32.080837,73556000
2011-05-26,47.995716,48.127144,47.775715,47.857143,31.911287,55640200
2011-05-27,47.828571,48.232857,47.758572,48.201427,32.140858,50899800
2011-05-31,48.728573,49.689999,48.714287,49.689999,33.133434,104438600
2011-06-01,49.838570,50.304287,49.235714,49.358570,32.912437,138670700
2011-06-02,49.500000,49.711430,49.185715,49.442856,32.968647,84695800
2011-06-03,49.025715,49.332859,48.858570,49.062859,32.715263,78312500
2011-06-06,49.385715,49.578571,48.258572,48.291428,32.200867,115485300
2011-06-07,48.310001,48.317142,47.414288,47.434284,31.629322,132446300
2011-06-08,47.397144,47.828571,47.235714,47.462856,31.648376,83430900
2011-06-09,47.607143,47.667141,47.250000,47.355713,31.576935,68772200
2011-06-10,47.221428,47.380001,46.501427,46.557144,31.044445,108488800
2011-06-13,46.742859,46.901428,46.438572,46.657143,31.111126,82368300
2011-06-14,47.142857,47.607143,47.044285,47.491428,31.667425,83642300
2011-06-15,47.107143,47.185715,46.411430,46.678570,31.125412,99799000
2011-06-16,46.700001,46.954285,45.475716,46.451427,30.973942,127647800
2011-06-17,46.998573,47.035713,45.622856,45.751427,30.507185,153755000
2011-06-20,45.337143,45.385715,44.357143,45.045715,30.036621,160161400
2011-06-21,45.240002,46.542858,45.028572,46.471428,30.987289,123345600
2011-06-22,46.451427,46.985714,46.054287,46.087143,30.731043,97645800
2011-06-23,45.562859,47.384285,45.445713,47.318573,31.552164,139939800
2011-06-24,47.338570,47.592857,46.441429,46.621429,31.087305,109951800
2011-06-27,46.798573,47.700001,46.750000,47.434284,31.629322,84953400
2011-06-28,47.664288,48.099998,47.634285,47.894287,31.936058,73574900
2011-06-29,48.005714,48.052856,47.411430,47.720001,31.819839,88136300
2011-06-30,47.814285,48.018570,47.548573,47.952858,31.975109,80738700
2011-07-01,47.992859,49.071430,47.742859,49.037144,32.698116,108828300
2011-07-05,49.000000,49.975716,48.928570,49.918571,33.285854,88763500
2011-07-06,49.849998,50.585712,49.529999,50.251427,33.507801,111156500
2011-07-07,50.667141,51.142857,50.571430,51.028572,34.026009,99915900
2011-07-08,50.477142,51.428570,50.314285,51.387142,34.265106,122408300
2011-07-11,50.905716,51.395714,50.402859,50.571430,33.721180,110668600
2011-07-12,50.504284,51.097141,49.802856,50.535713,33.697361,112902300
