Date,Open,High,Low,Close,Adj Close,Volume
2010-07-16,72.650002,72.839996,71.250000,71.500000,51.702972,12060700
2010-07-19,71.839996,72.300003,71.489998,72.000000,52.064514,8350600
2010-07-20,71.000000,73.209999,70.959999,73.099998,52.859959,8922500
2010-07-21,73.330002,73.550003,71.570000,72.169998,52.187469,9045400
2010-07-22,72.800003,74.000000,72.580002,73.440002,53.105816,9552500
2010-07-23,73.279999,73.550003,72.669998,73.519997,53.163670,8426300
2010-07-26,73.820000,74.620003,73.410004,74.620003,53.959087,6467000
2010-07-27,74.860001,75.430000,74.500000,75.300003,54.450817,8163500
2010-07-28,75.129997,75.660004,75.010002,75.559998,54.638817,7392400
2010-07-29,75.889999,76.370003,75.279999,76.019997,54.971462,13346400
2010-07-30,75.150002,76.370003,74.889999,76.209999,55.108856,16955000
2010-08-02,77.620003,78.330002,77.320000,77.800003,56.258606,11863000
2010-08-03,77.919998,79.120003,77.809998,78.660004,56.880478,11788000
2010-08-04,78.779999,79.099998,78.230003,79.019997,57.140831,8067500
2010-08-05,78.510002,79.190002,78.239998,79.070000,57.176983,9304600
2010-08-06,78.230003,79.019997,77.809998,78.730003,56.931126,8986800
2010-08-09,79.300003,79.430000,78.870003,79.290001,57.336060,7015200
2010-08-10,78.540001,79.480003,78.150002,79.040001,57.155277,8406900
2010-08-11,77.970001,77.980003,77.019997,77.129997,55.774124,10589700
2010-08-12,76.410004,77.779999,76.199997,77.070000,55.730732,8993100
2010-08-13,77.040001,77.769997,76.910004,77.400002,55.969383,7087800
2010-08-16,77.110001,77.830002,76.370003,77.709999,56.193531,7284800
2010-08-17,77.570000,78.080002,77.080002,77.769997,56.762836,7360500
2010-08-18,77.610001,77.730003,76.540001,77.040001,56.230030,8308800
2010-08-19,76.720001,76.820000,75.500000,75.839996,55.354160,8870600
2010-08-20,75.459999,75.559998,74.550003,75.050003,54.777565,9303600
2010-08-23,75.339996,75.989998,75.050003,75.050003,54.777565,9991400
2010-08-24,74.269997,74.900002,73.620003,73.779999,53.850636,11261600
2010-08-25,73.320000,74.300003,72.570000,74.070000,54.062271,9711900
2010-08-26,74.370003,74.379997,73.099998,73.330002,53.522171,8176900
2010-08-27,73.889999,75.040001,72.930000,74.930000,54.689991,8789500
2010-08-30,74.629997,74.800003,73.779999,73.779999,53.850636,7558900
2010-08-31,73.510002,74.529999,73.230003,74.080002,54.069580,9227500
2010-09-01,75.360001,76.910004,75.239998,76.769997,56.032955,10549900
2010-09-02,76.750000,77.480003,76.470001,77.449997,56.529255,5995000
2010-09-03,77.389999,78.000000,77.389999,78.000000,56.930706,7189100
2010-09-07,77.680000,77.910004,76.970001,77.050003,56.237309,5880200
2010-09-08,77.160004,77.879997,77.070000,77.250000,56.383305,6940700
2010-09-09,77.889999,78.279999,77.269997,77.360001,56.463596,6646200
2010-09-10,78.330002,78.820000,77.940002,78.820000,57.529217,8223500
2010-09-13,79.370003,79.510002,78.669998,79.250000,57.843075,8586400
2010-09-14,79.250000,79.980003,79.180000,79.510002,58.032837,8447300
2010-09-15,79.059998,79.330002,78.519997,79.209999,57.813877,7240700
2010-09-16,78.989998,79.129997,78.389999,79.050003,57.697090,6905600
2010-09-17,79.419998,79.730003,78.239998,78.459999,57.266460,12326500
2010-09-20,78.540001,80.129997,78.470001,79.900002,58.317493,7730700
2010-09-21,80.040001,80.230003,79.099998,79.750000,58.208019,8598700
2010-09-22,79.930000,80.400002,79.239998,79.250000,57.843075,6776600
2010-09-23,78.519997,79.370003,78.160004,78.540001,57.324844,6802000
2010-09-24,79.260002,80.290001,78.709999,80.120003,58.478065,8256000
2010-09-27,80.300003,80.610001,80.070000,80.080002,58.448875,8380700
2010-09-28,80.449997,81.199997,79.580002,80.879997,59.032768,7826200
2010-09-29,80.739998,81.699997,80.489998,81.279999,59.324726,8851100
2010-09-30,81.690002,82.190002,80.330002,81.050003,59.156860,10120300
2010-10-01,81.889999,82.360001,81.480003,81.949997,59.813751,9570600
2010-10-04,81.889999,82.139999,80.680000,81.309998,59.346607,7602500
2010-10-05,82.180000,83.500000,81.949997,83.389999,60.864777,11597600
2010-10-06,83.290001,84.300003,83.209999,83.889999,61.229710,8650300
2010-10-07,84.419998,84.500000,82.940002,83.519997,60.959671,7714000
2010-10-08,83.470001,84.099998,82.949997,83.940002,61.266201,6879000
2010-10-11,83.849998,84.000000,83.349998,83.709999,61.098335,4790700
2010-10-12,83.360001,84.180000,82.629997,83.839996,61.193237,8528900
2010-10-13,83.449997,84.110001,82.860001,83.669998,61.069145,11647800
2010-10-14,83.650002,83.919998,82.959999,83.900002,61.237015,6718600
2010-10-15,84.389999,84.540001,83.120003,83.610001,61.025360,9502500
2010-10-18,83.480003,84.769997,83.400002,84.480003,61.660339,7800200
2010-10-19,83.379997,83.680000,82.139999,82.790001,60.426838,9455500
2010-10-20,83.139999,84.519997,82.930000,84.019997,61.324600,8835000
2010-10-21,84.510002,85.000000,83.389999,84.250000,61.492462,9521400
2010-10-22,84.790001,84.790001,84.169998,84.550003,61.711437,5555000
2010-10-25,85.129997,85.790001,84.739998,84.870003,61.944984,6757400
2010-10-26,84.650002,85.239998,84.489998,85.150002,62.149384,5968600
2010-10-27,84.639999,84.639999,83.290001,84.309998,61.536274,9557300
2010-10-28,85.269997,85.650002,84.099998,84.440002,61.631142,8519800
2010-10-29,82.889999,83.230003,81.980003,82.599998,60.288147,12463000
2010-11-01,83.150002,84.080002,81.089996,81.449997,59.448811,12781900
2010-11-02,82.360001,82.449997,81.720001,82.150002,59.959728,9528800
2010-11-03,82.660004,83.120003,81.910004,82.699997,60.361145,10036500
2010-11-04,84.160004,85.309998,83.879997,85.139999,62.142067,16295400
2010-11-05,84.709999,85.320000,84.050003,84.980003,62.025276,14513200
2010-11-08,84.620003,85.000000,83.790001,84.800003,61.893894,11799200
2010-11-09,83.910004,84.269997,83.099998,83.559998,60.988838,13597200
2010-11-10,83.779999,85.220001,83.250000,85.169998,62.163963,11795500
2010-11-11,85.000000,86.190002,85.000000,86.089996,62.835457,11297200
2010-11-12,85.459999,85.610001,84.559998,85.440002,62.361019,10571300
2010-11-15,85.739998,85.970001,84.830002,84.860001,61.937702,9252400
2010-11-16,83.550003,83.580002,81.930000,82.480003,60.715721,12360200
2010-11-17,82.410004,83.129997,82.099998,82.459999,60.701012,7847300
2010-11-18,83.040001,83.980003,82.949997,83.820000,61.702133,7590000
2010-11-19,83.690002,83.959999,82.820000,83.940002,61.790455,8130900
2010-11-22,83.470001,83.580002,82.050003,83.449997,61.429760,6791900
2010-11-23,82.470001,82.500000,81.150002,81.750000,60.178349,9507700
2010-11-24,82.150002,83.010002,82.000000,82.930000,61.046982,8042600
2010-11-26,82.440002,82.570000,81.790001,82.050003,60.399200,2789700
2010-11-29,81.300003,82.050003,80.410004,81.690002,60.134178,9070100
2010-11-30,80.639999,81.610001,80.470001,80.970001,59.604172,10366000
2010-12-01,82.150002,83.220001,81.750000,82.699997,60.877682,10629600
2010-12-02,82.699997,84.669998,82.529999,84.500000,62.202709,10799500
2010-12-03,84.489998,85.000000,84.360001,84.889999,62.489803,6724000
2010-12-06,84.790001,85.209999,84.489998,84.949997,62.533955,5184200
2010-12-07,85.919998,86.629997,85.709999,86.300003,63.527737,12560600
2010-12-08,86.510002,86.800003,85.629997,86.139999,63.409946,6918300
2010-12-09,86.790001,86.980003,85.839996,86.650002,63.785370,8076700
2010-12-10,86.959999,87.080002,86.239998,87.029999,64.065125,7406700
2010-12-13,87.720001,88.949997,87.510002,88.370003,65.051498,9910500
2010-12-14,88.580002,88.949997,88.129997,88.379997,65.058876,7331300
2010-12-15,88.019997,88.629997,87.930000,88.010002,64.786514,7608700
2010-12-16,88.080002,89.220001,87.849998,89.059998,65.559456,7796700
2010-12-17,88.849998,88.959999,88.080002,88.489998,65.139839,10832800
2010-12-20,88.959999,89.599998,88.570000,88.800003,65.368050,8029800
2010-12-21,89.339996,89.820000,88.949997,89.230003,65.684563,5962500
2010-12-22,89.620003,89.959999,89.320000,89.919998,66.192513,4262400
2010-12-23,89.889999,90.889999,89.820000,90.680000,66.751953,5095600
2010-12-27,90.489998,90.599998,90.040001,90.120003,66.339722,3138200
2010-12-28,90.320000,91.430000,90.129997,91.190002,67.127373,5058100
2010-12-29,91.540001,92.389999,91.349998,91.370003,67.259888,5301000
2010-12-30,91.320000,91.940002,91.150002,91.599998,67.429192,4156500
2010-12-31,91.580002,91.800003,91.000000,91.250000,67.171562,5152900
2011-01-03,91.660004,92.379997,91.300003,91.940002,67.679489,7802300
2011-01-04,92.279999,92.480003,91.220001,91.599998,67.429192,8513900
2011-01-05,90.919998,92.070000,90.500000,91.440002,67.311424,6659500
2011-01-06,91.760002,91.830002,90.269997,90.690002,66.759338,6220800
2011-01-07,90.980003,91.300003,90.269997,91.190002,67.127373,6346300
2011-01-10,90.949997,91.169998,90.120003,90.410004,66.553215,6848700
2011-01-11,90.870003,91.989998,90.809998,91.830002,67.598518,7838900
2011-01-12,92.360001,92.849998,92.199997,92.449997,68.054916,7845400
2011-01-13,92.010002,92.599998,91.779999,92.180000,67.856155,5721900
2011-01-14,92.120003,92.879997,91.820000,92.830002,68.334641,5557900
2011-01-18,92.940002,93.750000,92.930000,93.349998,68.717415,7733200
2011-01-19,93.629997,93.709999,92.580002,92.970001,68.437706,6069900
2011-01-20,92.139999,92.860001,91.580002,92.709999,68.246284,6513500
2011-01-21,93.370003,93.940002,93.099998,93.779999,69.033958,7427500
2011-01-24,93.889999,94.529999,93.660004,94.099998,69.269508,7282800
2011-01-25,93.779999,94.440002,93.349998,94.080002,69.254807,7423200
2011-01-26,94.379997,94.970001,93.580002,94.639999,69.667015,8832600
2011-01-27,94.559998,94.959999,94.300003,94.750000,69.748032,6301100
2011-01-28,94.489998,94.849998,92.930000,93.370003,68.732147,12444700
2011-01-31,93.849998,95.190002,93.370003,94.930000,69.880508,11167900
2011-02-01,95.629997,96.489998,95.169998,96.220001,70.830101,9948200
2011-02-02,95.370003,96.849998,95.370003,96.480003,71.021507,6607800
2011-02-03,96.570000,97.440002,95.760002,97.309998,71.632462,10500300
2011-02-04,96.930000,97.330002,96.519997,97.110001,71.485268,10529700
2011-02-07,97.279999,98.230003,97.260002,97.660004,71.890144,10256500
2011-02-08,97.870003,97.989998,97.110001,97.739998,71.949005,5710500
2011-02-09,97.250000,97.379997,95.699997,96.239998,70.844818,8242700
2011-02-10,95.879997,96.980003,95.739998,96.699997,71.183418,7286200
2011-02-11,96.089996,97.180000,95.889999,96.449997,70.999405,7324900
2011-02-14,95.500000,97.160004,95.500000,96.949997,71.904236,6994000
2011-02-15,96.580002,96.849998,95.660004,96.339996,71.451820,7626700
2011-02-16,96.720001,97.019997,96.080002,96.660004,71.689171,6786600
2011-02-17,96.559998,97.339996,96.410004,97.169998,72.067421,6616600
2011-02-18,97.410004,98.809998,97.029999,98.720001,73.217003,8860500
2011-02-22,99.230003,102.120003,99.230003,100.320000,74.403656,15723400
2011-02-23,100.529999,103.940002,100.519997,102.269997,75.849892,17174700
2011-02-24,103.089996,103.419998,101.550003,102.029999,75.671906,16467900
2011-02-25,101.709999,102.629997,101.349998,102.099998,75.723808,8516400
2011-02-28,102.279999,103.940002,102.180000,103.750000,76.947540,10219700
2011-03-01,104.070000,104.989998,102.839996,102.900002,76.317146,12266900
2011-03-02,103.050003,103.970001,102.190002,103.470001,76.739891,8335000
2011-03-03,103.839996,104.570000,103.320000,104.190002,77.273880,7537800
2011-03-04,104.129997,104.779999,102.500000,103.750000,76.947540,9850500
2011-03-07,104.120003,104.769997,103.010002,103.010002,76.398743,8222500
2011-03-08,103.410004,104.040001,101.449997,103.769997,76.962379,8913900
2011-03-09,103.180000,103.680000,101.900002,102.139999,75.753456,7102000
2011-03-10,101.480003,101.480003,98.290001,99.080002,73.483994,12553000
2011-03-11,98.099998,100.750000,97.599998,99.930000,74.114395,6872700
2011-03-14,99.160004,101.000000,99.029999,100.800003,74.759644,7353600
2011-03-15,98.180000,102.000000,97.980003,101.230003,75.078552,12650100
2011-03-16,101.650002,102.070000,98.629997,99.510002,73.802910,14795200
2011-03-17,100.879997,102.570000,100.400002,102.239998,75.827652,9981500
2011-03-18,103.370003,103.970001,102.360001,102.800003,76.242973,11366300
2011-03-21,103.860001,105.199997,103.199997,105.190002,78.015549,8785300
2011-03-22,105.360001,105.940002,105.120003,105.230003,78.045227,8008500
2011-03-23,104.730003,105.919998,104.449997,105.480003,78.230644,6811800
2011-03-24,105.870003,105.919998,104.930000,105.379997,78.156471,6996800
2011-03-25,105.720001,107.010002,105.379997,106.779999,79.194786,8982900
2011-03-28,106.400002,107.099998,106.040001,106.040001,78.645950,6023500
2011-03-29,106.040001,107.480003,105.519997,107.370003,79.632370,6963200
2011-03-30,107.610001,108.739998,107.550003,108.010002,80.107056,7907300
2011-03-31,109.309998,109.650002,107.349998,107.489998,79.721359,8418500
2011-04-01,108.290001,108.779999,107.510002,108.320000,80.336929,6494000
2011-04-04,108.519997,108.570000,107.849998,108.230003,80.270218,4764600
2011-04-05,108.250000,109.800003,108.230003,109.330002,81.086029,6541400
2011-04-06,109.830002,109.940002,108.440002,108.660004,80.589111,6893000
2011-04-07,109.019997,109.099998,107.510002,108.940002,80.796799,7011700
2011-04-08,109.349998,109.940002,109.139999,109.660004,81.330788,6732900
2011-04-11,109.739998,109.900002,107.570000,107.779999,79.936455,6599000
2011-04-12,106.470001,106.699997,103.480003,104.180000,77.266472,12803700
2011-04-13,104.820000,105.139999,103.339996,103.809998,76.992081,7241100
2011-04-14,103.320000,105.290001,103.129997,104.879997,77.785629,7084900
2011-04-15,105.519997,106.500000,104.349998,106.239998,78.794281,8869500
2011-04-18,104.949997,104.989998,103.040001,104.500000,77.503807,7194800
2011-04-19,104.489998,105.849998,104.269997,105.400002,78.171295,4993300
2011-04-20,107.709999,108.339996,107.010002,107.809998,79.958694,6667800
2011-04-21,108.250000,108.250000,107.489998,108.129997,80.196053,4915500
2011-04-25,107.370003,107.779999,106.680000,107.419998,79.669441,3995200
2011-04-26,107.849998,108.830002,107.160004,108.750000,80.655876,5300000
2011-04-27,109.110001,109.169998,107.550003,108.970001,80.819046,5982600
2011-04-28,109.080002,109.099998,108.080002,108.809998,80.700378,5941200
2011-04-29,108.480003,109.599998,107.779999,109.440002,81.167610,6755500
2011-05-02,109.480003,109.580002,107.610001,108.180000,80.233124,6550800
2011-05-03,107.580002,107.839996,105.190002,106.169998,78.742378,7955600
2011-05-04,106.019997,106.019997,103.699997,104.680000,77.637314,8892900
2011-05-05,103.360001,104.120003,101.110001,102.620003,76.109467,11988500
2011-05-06,103.339996,104.449997,102.000000,102.879997,76.302307,9536300
2011-05-09,103.250000,104.860001,103.000000,104.089996,77.199722,7117900
2011-05-10,104.320000,104.949997,103.250000,104.360001,77.399963,6430500
2011-05-11,103.269997,103.459999,101.250000,102.260002,75.842476,10161700
2011-05-12,101.629997,103.320000,100.410004,102.760002,76.213310,10425800
2011-05-13,103.449997,103.489998,101.269997,102.389999,75.938873,8968000
2011-05-16,102.029999,103.290001,101.410004,101.650002,75.390060,6759400
2011-05-17,100.309998,101.190002,99.610001,100.410004,75.046257,8768800
2011-05-18,100.919998,103.459999,100.169998,102.860001,76.877396,8193700
2011-05-19,103.690002,104.529999,102.940002,103.870003,77.632256,7452400
2011-05-20,103.550003,103.809998,101.769997,102.570000,76.660660,8760900
2011-05-23,101.129997,101.910004,100.699997,101.370003,75.763771,7487000
2011-05-24,101.849998,103.389999,101.849998,102.269997,76.436409,6800500
2011-05-25,102.000000,103.860001,101.809998,103.250000,77.168869,7949500
2011-05-26,102.989998,103.800003,102.099998,103.360001,77.251083,6614300
2011-05-27,103.639999,104.220001,102.529999,103.209999,77.138969,5796300
2011-05-31,104.610001,105.209999,103.709999,104.910004,78.409554,8188400
2011-06-01,104.730003,104.949997,102.080002,102.489998,76.600861,8196100
2011-06-02,102.349998,102.589996,100.360001,101.120003,75.576920,8129200
2011-06-03,99.730003,101.690002,99.570000,101.000000,75.487236,7692200
2011-06-06,100.900002,101.309998,99.300003,99.680000,74.500648,6982200
2011-06-07,100.230003,100.910004,99.379997,99.470001,74.343681,6835400
2011-06-08,99.510002,100.839996,99.500000,99.949997,74.702469,6936200
2011-06-09,100.510002,101.870003,100.320000,101.230003,75.659126,5734900
2011-06-10,100.940002,101.000000,98.980003,99.669998,74.493179,9113900
2011-06-13,100.040001,100.510002,98.070000,98.930000,73.940109,7999300
2011-06-14,100.019997,101.290001,99.889999,100.599998,75.188278,7353400
2011-06-15,99.199997,99.910004,97.709999,98.410004,73.551460,9665600
2011-06-16,98.059998,99.660004,97.809998,99.430000,74.313797,7786300
2011-06-17,100.230003,100.839996,98.730003,99.169998,74.119492,12029500
2011-06-20,98.879997,100.199997,98.650002,99.910004,74.672585,6427200
2011-06-21,100.540001,101.980003,100.320000,101.589996,75.928177,8499500
2011-06-22,101.269997,102.459999,101.000000,101.070000,75.539551,6592500
2011-06-23,98.900002,99.550003,97.000000,99.360001,74.261497,13058800
2011-06-24,99.540001,99.739998,97.809998,97.900002,73.170288,8032400
2011-06-27,97.940002,99.639999,97.940002,98.900002,73.917702,7130200
2011-06-28,99.529999,100.599998,99.300003,100.349998,75.001427,6113800
2011-06-29,100.690002,101.709999,99.910004,101.279999,75.696480,7637700
2011-06-30,101.790001,102.940002,101.279999,102.839996,76.862442,7697700
2011-07-01,102.709999,104.190002,102.010002,104.089996,77.796684,6579700
2011-07-05,104.110001,105.760002,104.110001,105.120003,78.566505,7392200
2011-07-06,104.820000,105.239998,104.570000,105.080002,78.536613,6196300
2011-07-07,106.080002,106.919998,105.800003,106.589996,79.665184,7878100
2011-07-08,105.449997,106.000000,105.070000,105.889999,79.142006,6334900
2011-07-11,104.430000,104.639999,103.750000,104.410004,78.035851,6975400
2011-07-12,103.989998,105.949997,103.989998,104.389999,78.020927,9158300
2011-07-13,104.739998,106.610001,104.720001,105.089996,78.544067,6871100
2011-07-14,105.699997,106.470001,104.570000,104.669998,78.230194,7279600
2011-07-15,105.680000,106.300003,105.139999,106.190002,79.366219,10160500
2011-07-18,105.580002,106.500000,105.110001,106.230003,79.396126,6951000
2011-07-19,106.489998,107.800003,106.489998,107.480003,80.330360,6987600
2011-07-20,107.510002,107.650002,106.879997,107.099998,80.046341,5044900
